Titr,Lead,Date,Time,Tags
                 تصویر جنجالی ملایعقوب و ملابرادر در کتاب‌های درسی             ,                  نشر تصاویر ملا برادر و ملا یعقوب در کتاب های درسی افغانستان با واکنش‌های گسترده روبه‌رو شده است.                  ,"[14, 7, 2023]","[19, 30]","['طالبان', 'افغانستان', 'کتابدرسی']"
                 خبر مهم برای متقاضیان عرضه اولیه در بورس             ,                  امروز مطالبی همچون قیمت دلار بازهم کاهشی شد، فردا این گروه های بورسی وضعیت خوبی نخواهند داشت، نامه‌ای که روز بورس را سرخ کرد | انتشار عجیب یک نامه بعد از ۵۰ روز سکوت، خبرهای مهم برای دو نماد خودروئی، ۱۰ خبر تاثیرگذار بر بورس فردا ۷ تیرماه، شناسایی سود ۱۶۱ میلیاردی یک نماد خودرویی، سه نماد با بیشترین ورود پول حقیقی؛ در سایت نبض بورس قرار گرفته است.                  ,"[27, 6, 2023]","[22, 5]","['نبضبورس', 'نرخدلار', 'عرضهاولیه', 'پیشبینیبورس']"
                 ۱۵ میلیارد اموال مسروقه در مخفیگاه سارق             ,                  ۱۵ میلیارد ریال اموال مسروقه از مخفیگاه یک سارق در ساری کشف شد.                  ,"[30, 5, 2023]","[17, 4]","['سرهنگسیدموسیحسینی', 'جانشینانتظامیمازندران', 'سارق']"
                 فردا منتظر یک عرضه اولیه در بورس باشید             ,                  امروز مطالبی همچون قیمت لحظه‌ای دلار و یورو در بازار ،  ارزش سهام عدالت همچنان در سراشیبی سقوط + جدول، در اولین نشست خبری عرضه اولیه فصبا چه گذشت؟، فیلتر بورس | ترین‌های بورس ایران ۲۰ تیر ۱۴۰۲، خروج پول‌های حقیقی از ۱.۵ همت گذشت!، خبر منفی برای سهامداران شپنا و خبر مثبت برای سهامداران شبریز؛ در سایت نبض بورس قرار گرفته است.                  ,"[11, 7, 2023]","[17, 32]","['نبضبورس', 'عرضهاولیه', 'نرخدلار', 'پیشبینیبورس']"
                 قارتال تراکتور را آنفالو کرد، اخباری در گل گهر             ,,"[25, 6, 2023]","[15, 46]","['گلگهرسیرجان', 'محمدرضااخباری', 'تراکتور']"
                 مشاغلی که مشمول تبصره ماده ۱۰۰ مالیات نمی‌شوند             ,                  مشاغل مختلفی که بنا به شرایطی مشمول تبصره ماده ۱۰۰ نمی‌شوند، موظف به تسلیم اظهارنامه مالیاتی و پرداخت مالیات متعلق وفق مقررات قانونی هستند.                  ,"[15, 6, 2023]","[9, 50]","['مالیات', 'مشاغل', 'پرداختمالیات', 'مالیاتمستقیم', 'قانونمالیات']"
                 معافیت سربازان دارای فرزند به یک شرط             ,                  رئیس سازمان وظیفه عمومی فراجا نحوه و شرایط معافیت از خدمت سربازی را برای مشمولان و کارکنان دارای ۳ فرزند و بالاتر تشریح کرد.                  ,"[24, 5, 2023]","[15, 11]","['سربازاندارایفرزند', 'سربازیفراری', 'نظاموظیفه']"
                 جزییات عرضه اولیه نیان             ,"                  معاون عملیات و نظارت بازار فرابورس ایران در اطلاعیه‌ای از عرضه اولیه سهام شرکت نیان الکترونیک به روش ترکیبی در نماد معاملاتی ""نیان1"" خبر داد. جزییات و زمان این عرضه اولیه را در این مطلب می خوانیم.                  ","[11, 6, 2023]","[21, 22]","['عرضهاولیه', 'فرابورس', 'خرداد']"
                 کدام نوع پیاز خاصیت بیشتری دارد؟             ,                  پیاز بخش اصلی تقریباً هر دستور غذا است. طعم بزرگ آنها نقطه شروع غذاهایی مانند سوپ، کاسرول یا سس است.اما کدام بهتر است؟پیاز خام یا پخته؟پیاز قرمز یا زرد یا سفید؟                  ,"[20, 7, 2023]","[9, 30]","['پیاز', 'خواصپیاز', 'انواعپیاز']"
                 اختصاصی تابناک از دلیل کارشکنی آمریکا در صدور ویزای تیم ملی والیبال / کتمان تخلف دو سال قبل توسط فدراسیون ایران / در فرودگاه شیکاگو چه گذشت؟             ,                  ماجرای مسافران ناشناس دوسال پیش اعزامی به شیکاگو چیست؟ سی نفر اضافه فعلی کیستند؟ چطور درباره وضعیت خدمت سربازی دو بازیکن اصلی تیم اطلاعات نادرست به سفارت آمریکا در آنکارا ارائه شده؟ فدراسیون چگونه از مدیر بازنده، قهرمان ساخت؟!                  ,"[3, 7, 2023]","[7, 1]","['تیمملیوالیبال', 'ویزایآمریکا', 'کارشکنیآمریکا', 'لیگملتهایوالیبال', 'محمدرضاداورزنی']"
                 توضیح دوباره قوه قضاییه درباره حکم محکومیت طبری             ,                  طبق آخرین پیگیری‌های خبرگزاری میزان، حکم پرونده اکبر طبری مدتی پیش در شعبه هم‌عرض مجددا صادر و وی به مجازات حبس محکوم شده است. پرونده مورد اشاره در حال حاضر در دیوان عالی کشور در حال رسیدگی و منتظر اعلام رای نهایی است.                  ,"[1, 7, 2023]","[19, 54]","['قوهقضاییه', 'اکبرطبری', 'محکومیت', 'دادگاه', 'دیوانعالیکشور']"
                 بلاروس ورود پریگوژین را تایید نکرد             ,                  آخرین باری که پریگوژین در انظار عمومی دیده شد، شامگاه شنبه حین خروج با یک خودرو از شهر روستوف بود؛ اقدامی که بعد از اعلام توافق کرملین و واگنر با میانجیگری بلاروس انجام شد و پریگوژین توافق کرده بود که به بلاروس برود و به شورش واگنر پایان دهد.                  ,"[26, 6, 2023]","[16, 27]","['واگنر', 'لوکاشنکو', 'بلاروس', 'یوگنیپریگوژین']"
                 آمریکا در اثر جنگ اوکراین مجبور به مذاکره با ایران شد             ,                  یک نشریه معروف فرانسوی نوشت که آمریکا در اثر آشوب پدید آمده در اثر جنگ اوکراین و به هم خوردن ائتلاف‌های قدیمی، مجبور به واگذاری امتیاز به ایران در مذاکرات شده است.                  ,"[20, 6, 2023]","[10, 42]","['آمریکا', 'جنگاوکراین', 'ایران', 'مذاکره']"
                 کمک داور دربی ۱۰۱ تا اطلاع ثانوی محروم شد             ,,"[3, 6, 2023]","[20, 58]","['دربی۱۰۱', 'محرومیتداور', 'محرومیتداوردربی', 'حسنظهیری', 'کمیتهداوران']"
